lang,story name,story path,lines number,chunks number
אנגלית,הגבירה מבית האהבה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הגבירה מבית האהבה.txt,687,6
אנגלית,הבור והמטוטלת,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הבור והמטוטלת.txt,394,5
אנגלית,המפתח שמתחת לאבן,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\המפתח שמתחת לאבן.txt,357,3
אנגלית,הבִקעה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הבִקעה.txt,327,2
אנגלית,האיש שלנו בהוואנה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\האיש שלנו בהוואנה.txt,437,3
אנגלית,האיש הלא נראה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\האיש הלא נראה.txt,781,6
אנגלית,האינטליגנציה הרפואית שלך,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\האינטליגנציה הרפואית שלך.txt,275,3
אנגלית,האידיוט המבטיח,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\האידיוט המבטיח.txt,859,4
אנגלית,האוסמה האחרון,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\האוסמה האחרון.txt,1275,6
אנגלית,ההרפתקאות המדהימות של קוואליר וקליי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ההרפתקאות המדהימות של קוואליר וקליי.txt,843,6
אנגלית,ההתנקשות במרגרט תאצ’ר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\ההתנקשות במרגרט תאצ’ר.txt,1377,6
אנגלית,הבאג המהופך,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הבאג המהופך.txt,595,5
אנגלית,הזנב הארוך,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הזנב הארוך.txt,431,4
אנגלית,הוכחה לגן עדן,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הוכחה לגן עדן.txt,129,2
אנגלית,המעון של מיס פרגרין לילדים משונים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\המעון של מיס פרגרין לילדים משונים.txt,965,6
אנגלית,המעבר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\המעבר.txt,927,7
אנגלית,המכתב הגנוב,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\המכתב הגנוב.txt,413,6
אנגלית,המוח הגברי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\המוח הגברי.txt,263,3
אנגלית,המדריך הקצר לחיים ארוכים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\המדריך הקצר לחיים ארוכים.txt,247,3
אנגלית,המאזין הלילי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\המאזין הלילי.txt,1091,6
אנגלית,הירושימה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הירושימה.txt,517,6
אנגלית,דרך צלחה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\דרך צלחה.txt,793,5
אנגלית,היסטוריה של המדע לצעירים מכל הגילים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\היסטוריה של המדע לצעירים מכל הגילים.txt,203,2
אנגלית,היקום של הדברים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\היקום של הדברים.txt,715,4
אנגלית,הטפט הצהוב,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הטפט הצהוב.txt,795,6
אנגלית,הטיגריס הלבן,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\הטיגריס הלבן.txt,449,3
אנגלית,החתול שהלך לבדו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\החתול שהלך לבדו.txt,409,6
אנגלית,החנות שיש בה הכול,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\החנות שיש בה הכול.txt,381,5
אנגלית,החיים הסודיים של המוח המבוגר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\אנגלית\החיים הסודיים של המוח המבוגר.txt,465,4
גרמנית,מותו של רווק,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\מותו של רווק.txt,527,4
גרמנית,מות האם,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\מות האם.txt,1019,6
גרמנית,לפני החוק,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\לפני החוק.txt,63,1
גרמנית,חמישים גוונים של אפור,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\חמישים גוונים של אפור.txt,451,2
גרמנית,מחוץ לדלת,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\מחוץ לדלת.txt,377,4
גרמנית,חווייתו של המרשל בסומפייר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\חווייתו של המרשל בסומפייר.txt,291,3
גרמנית,זה אני,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\זה אני.txt,419,3
גרמנית,הצופים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\הצופים.txt,631,5
גרמנית,למה אנחנו שוב הולכים לוואטאן,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\למה אנחנו שוב הולכים לוואטאן.txt,145,2
גרמנית,מי אני מה אני,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\מי אני מה אני.txt,293,3
גרמנית,סיאנס עם השטאזי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\סיאנס עם השטאזי.txt,571,4
גרמנית,נוכח האווזים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\נוכח האווזים.txt,215,2
גרמנית,סונטת ולדשטיין,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\סונטת ולדשטיין.txt,411,4
גרמנית,עצלות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\עצלות.txt,489,4
גרמנית,ערב ארוך מדי על אמנות המשורר היפני יאסושי אינאה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\ערב ארוך מדי על אמנות המשורר היפני יאסושי אינאה.txt,309,4
גרמנית,פְּני חלב,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\פְּני חלב.txt,171,2
גרמנית,פְּני חלב,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\פְּני חלב.txt,171,2
גרמנית,קבר כפול,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\קבר כפול.txt,221,2
גרמנית,שבילים אפשריים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\שבילים אפשריים.txt,509,2
גרמנית,שיעור התעמלות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\שיעור התעמלות.txt,245,2
גרמנית,הפורטוגזית,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\הפורטוגזית.txt,905,7
גרמנית,מעשיית הגמדים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\מעשיית הגמדים.txt,125,2
גרמנית,"פרנצלאואר ברג, לילה","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\פרנצלאואר ברג, לילה.txt",481,4
גרמנית,הנוסע,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\הנוסע.txt,23,1
גרמנית,המתופף של הצאר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\המתופף של הצאר.txt,443,3
גרמנית,איסטנבול שלי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\איסטנבול שלי.txt,361,3
גרמנית,איש שלא הבחין בשום דבר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\איש שלא הבחין בשום דבר.txt,83,1
גרמנית,אם אתה חייב,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\אם אתה חייב.txt,619,3
גרמנית,אמה ויגואר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\אמה ויגואר.txt,933,7
גרמנית,אסרה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\אסרה.txt,293,2
גרמנית,בית בודנברוק,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\בית בודנברוק.txt,789,6
גרמנית,בני האלוהים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\בני האלוהים.txt,1063,6
גרמנית,בשום מקום אחר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\בשום מקום אחר.txt,365,4
גרמנית,גזר הדין,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\גזר הדין.txt,445,4
גרמנית,הנאורות שלפני הנפילה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\הנאורות שלפני הנפילה.txt,751,4
גרמנית,גת שמנים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\גת שמנים.txt,355,3
גרמנית,האדריכל,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\האדריכל.txt,337,3
גרמנית,האיש שלא רצה יותר לדעת שום דבר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\האיש שלא רצה יותר לדעת שום דבר.txt,213,2
גרמנית,"האשליה הגדולה באולם הקהילתי הסמוך לנגריית ״קְלינגֶנרַייטֶר עבודות עץ, יבוא-יצוא״","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\האשליה הגדולה באולם הקהילתי הסמוך לנגריית ״קְלינגֶנרַייטֶר עבודות עץ, יבוא-יצוא״.txt",583,4
גרמנית,האשליה הגדולה באולם הקהילתי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\האשליה הגדולה באולם הקהילתי.txt,292,4
גרמנית,הגופה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\הגופה.txt,235,2
גרמנית,הגנבים היפים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\הגנבים היפים.txt,573,4
גרמנית,"החבר שלי, הָאנֶס","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\החבר שלי, הָאנֶס.txt",187,2
גרמנית,הילד,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\הילד.txt,471,3
גרמנית,המיקרוגל שלכם,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\המיקרוגל שלכם.txt,271,5
גרמנית,דגנו זיקוקים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\גרמנית\דגנו זיקוקים.txt,515,2
דנית,מוכרת הגפרורים הקטנה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\דנית\מוכרת הגפרורים הקטנה.txt,129,1
דנית,גן החורף,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\דנית\גן החורף.txt,119,1
הולנדית,ההחלטה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\הולנדית\ההחלטה.txt,139,1
הולנדית,חרב הסרטן,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\הולנדית\חרב הסרטן.txt,789,5
הולנדית,טירזה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\הולנדית\טירזה.txt,241,2
הולנדית,למעלה שקט,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\הולנדית\למעלה שקט.txt,113,1
הונגרית,ללא גורל,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\הונגרית\ללא גורל.txt,1033,7
הונגרית,נכדו של מתנקש,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\הונגרית\נכדו של מתנקש.txt,265,2
הונגרית,סיפורים בני דקה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\הונגרית\סיפורים בני דקה.txt,255,2
הונגרית,עצות לבעלי כלבים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\הונגרית\עצות לבעלי כלבים.txt,531,3
הונגרית,קוויאר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\הונגרית\קוויאר.txt,281,2
טורקית,הנוסעת בשלג,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\טורקית\הנוסעת בשלג.txt,695,5
יוונית,לאור היום,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\יוונית\לאור היום.txt,439,3
יוונית,יד כמעט תכולה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\יוונית\יד כמעט תכולה.txt,149,1
יוונית,כלב מת בחצות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\יוונית\כלב מת בחצות.txt,1665,10
יידיש,האור הגדול,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\יידיש\האור הגדול.txt,215,2
יידיש,המכתב,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\יידיש\המכתב.txt,393,3
יידיש,העבד,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\יידיש\העבד.txt,1217,6
יידיש,שושה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\יידיש\שושה.txt,1069,7
יפנית,אהבתו של הנזיר ממקדש שיגה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\יפנית\אהבתו של הנזיר ממקדש שיגה.txt,607,5
יפנית,הקור,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\יפנית\הקור.txt,267,2
יפנית,ראשומון,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\יפנית\ראשומון.txt,305,3
מלטזית,בבר של ליוויה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\מלטזית\בבר של ליוויה.txt,169,2
נורווגית,ציידי הראשים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\נורווגית\ציידי הראשים.txt,679,3
נורווגית,קנאת סַפָּרים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\נורווגית\קנאת סַפָּרים.txt,1335,6
נורווגית,הבלתי נראים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\נורווגית\הבלתי נראים.txt,79,1
סינית,הסוס שבתמונה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\סינית\הסוס שבתמונה.txt,47,1
סינית,הקוסם שעל הגשר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\סינית\הקוסם שעל הגשר.txt,575,5
סינית,חלום על אַיִל,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\סינית\חלום על אַיִל.txt,55,1
סינית,נערת חלומותיו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\סינית\נערת חלומותיו.txt,295,3
סלובנית,סדקים  יבשה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\סלובנית\סדקים  יבשה.txt,99,1
ספרדית,המלאכית הקטנה יוצאת מקברה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\המלאכית הקטנה יוצאת מקברה.txt,309,3
ספרדית,מַאֶסטוֹזוֹ,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\מַאֶסטוֹזוֹ.txt,255,2
ספרדית,לוטאן יושבת,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\לוטאן יושבת.txt,679,4
ספרדית,כמה מילימטרים בקושי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\כמה מילימטרים בקושי.txt,339,6
ספרדית,כח הדם,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\כח הדם.txt,621,6
ספרדית,יומנה של קוראת עיתונים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\יומנה של קוראת עיתונים.txt,477,3
ספרדית,יום לא מושלם,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\יום לא מושלם.txt,81,1
ספרדית,ידידות אמת,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\ידידות אמת.txt,141,3
ספרדית,חרפה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\חרפה.txt,529,4
ספרדית,התרנגולת השחוטה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\התרנגולת השחוטה.txt,401,3
ספרדית,זיכרונות מהזונות העצובות שלי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\זיכרונות מהזונות העצובות שלי.txt,563,6
ספרדית,"מה קורה, מותק","C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\מה קורה, מותק.txt",225,2
ספרדית,השיר ששרנו יום יום,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\השיר ששרנו יום יום.txt,419,2
ספרדית,הצורך להיות בן,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\הצורך להיות בן.txt,343,3
ספרדית,הצופה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\הצופה.txt,331,3
ספרדית,הסרט האדום,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\הסרט האדום.txt,391,3
ספרדית,הסוד,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\הסוד.txt,329,2
ספרדית,המתאגרף הפולני,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\המתאגרף הפולני.txt,477,4
ספרדית,המניע הנסתר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\המניע הנסתר.txt,269,4
ספרדית,חצאים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\חצאים.txt,221,1
ספרדית,מותו של הקנגרו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\מותו של הקנגרו.txt,475,3
ספרדית,מילא את חובתו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\מילא את חובתו.txt,295,4
ספרדית,מי זוכר את האבק בבית של המינגווי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\מי זוכר את האבק בבית של המינגווי.txt,427,2
ספרדית,“הישרדות”,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\“הישרדות”.txt,427,4
ספרדית,תקלה בשירות,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\תקלה בשירות.txt,457,3
ספרדית,תודה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\תודה.txt,81,3
ספרדית,רציחות נוסח אוקספורד,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\רציחות נוסח אוקספורד.txt,197,2
ספרדית,קלרה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\קלרה.txt,427,4
ספרדית,קוהיבה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\קוהיבה.txt,831,5
ספרדית,קאסוֹס,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\קאסוֹס.txt,493,3
ספרדית,צניחת עפעפיים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\צניחת עפעפיים.txt,297,3
ספרדית,מטרה לילית,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\מטרה לילית.txt,321,4
ספרדית,פעמון,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\פעמון.txt,425,3
ספרדית,ערוּת,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\ערוּת.txt,537,4
ספרדית,עגל הלגו,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\עגל הלגו.txt,553,3
ספרדית,ספרד,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\ספרד.txt,431,8
ספרדית,סנטה קלאוס ישן בבית,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\סנטה קלאוס ישן בבית.txt,221,2
ספרדית,נתנו לנו את האדמה,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\נתנו לנו את האדמה.txt,323,2
ספרדית,מפתח גאודי,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\מפתח גאודי.txt,1059,5
ספרדית,מלאך ושמו גבריאל,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\מלאך ושמו גבריאל.txt,537,3
ספרדית,מים קפואים,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\מים קפואים.txt,315,2
ספרדית,פוקנר,C:\Users\Oren-Pc\Downloads\Mac OS - NLP-LAB\NLP-LAB\Part_B\Stories Text Files\ספרדית\פוקנר.txt,249,2
